variant,psnr,ssim,clean_nc,mean_nc,q10_nc,min_nc,mean_ber
full,53.60354886819537,0.9984945238348365,1.0,0.9754823022517174,0.953994636401894,0.7318320608521597,0.02490234375
no_opponent_term,53.67623698405373,0.9985256242059816,1.0,0.9751538126701099,0.9612461746852021,0.7164035925712081,0.0249755859375
uniform_step,53.665795116104604,0.9984831808281771,1.0,0.9748249304915128,0.9541232627452331,0.7179895150279701,0.0252685546875
no_global_coset,53.60354886819537,0.9984945238348365,1.0,0.9754823022517174,0.953994636401894,0.7318320608521597,0.02490234375
no_gain_normalization,53.60354886819537,0.9984945238348365,1.0,0.8642490205411189,0.6146174788004984,0.49094748287526446,0.13135986328125
no_spatial_icm,53.60354886819537,0.9984945238348365,1.0,0.9312510999567684,0.8400851348635382,0.6391541234024982,0.06912841796875
no_sync_search,53.60354886819537,0.9984945238348365,1.0,0.9649520946272989,0.9185009800461815,0.7371283577972448,0.035302734375
