host,global_coset_flip,projection_energy_ratio
Girl.bmp,1,0.9599067090367642
airplane.bmp,1,0.9831016910105753
athens.bmp,0,1.0
baboon.bmp,0,1.0
butfly.bmp,0,1.0
house.bmp,0,1.0
lenna.bmp,0,1.0
manhatan.bmp,1,0.9819860419129393
milkdrop.bmp,1,0.9995751552384471
pepper.bmp,1,0.9825640065001006
safari.bmp,1,0.9990787434742237
sailboat.bmp,1,0.9646270882542366
tiffany.bmp,1,0.9776795798267192
