variant,psnr,ssim,clean_nc,mean_nc,q10_nc,min_nc,mean_ber
full,47.24778949003212,0.9937910246265114,1.0,0.9986870447193364,0.9960159971184244,0.9905075702802169,0.001318359375
uniform_step,47.280438500891336,0.9935807866728879,1.0,0.9987685738930393,0.9968404047722985,0.9905186020739009,0.0012369791666666666
no_gain_normalization,47.24778949003212,0.9937910246265114,1.0,0.9931888819016452,0.9862327457605763,0.9758879630609792,0.0068359375
global_qr_gain,47.24778949003212,0.9937910246265114,1.0,0.9978601463252373,0.9919061152631345,0.9863311820442058,0.0021484375
no_spatial_map,47.24778949003212,0.9937910246265114,1.0,0.9886200382439384,0.9677994553588287,0.913940709880684,0.011442057291666667
no_certificate_evidence,47.24778949003212,0.9937910246265114,1.0,0.9985236913133959,0.9961133084923525,0.9870848038007692,0.0014811197916666666
no_sync_certificate,47.24778949003212,0.9937910246265114,1.0,0.9986870447193364,0.9960159971184244,0.9905075702802169,0.001318359375
